barbell walking lunge,quadriceps,inferiores
battling ropes,shoulders,superiores
bear crawl sled drags,quadriceps,inferiores
behind head chest stretch,chest,superiores
bench dips,triceps,superiores
bench jump,quadriceps,inferiores
bench press - powerlifting,triceps,superiores
bench press - with bands,chest,superiores
bench press with chains,triceps,superiores
bench sprint,quadriceps,inferiores
bent over barbell row,middle back,superiores
bent over dumbbell rear delt raise with head on bench,shoulders,superiores
bent over low-pulley side lateral,shoulders,superiores
bent over one-arm long bar row,middle back,superiores
bent over two-arm long bar row,middle back,superiores
bent over two-dumbbell row,middle back,superiores
bent over two-dumbbell row with palms in,middle back,superiores
bent press,abdominals,abdomen
bent-arm barbell pullover,lats,superiores
bent-arm dumbbell pullover,chest,superiores
bent-knee hip raise,abdominals,abdomen
bicycling,quadriceps,inferiores
bicycling stationary,quadriceps,inferiores
board press,triceps,superiores
body tricep press,triceps,superiores
body-up,triceps,superiores
bodyweight flyes,chest,superiores
bodyweight mid row,middle back,superiores
bodyweight squat,quadriceps,inferiores
bodyweight walking lunge,quadriceps,inferiores
bosu ball cable crunch with side bends,abdominals,abdomen
bottoms up,abdominals,abdomen
bottoms-up clean from the hang position,forearms,superiores
box jump (multiple response),hamstrings,inferiores
box skip,hamstrings,inferiores
box squat,quadriceps,inferiores
box squat with bands,quadriceps,inferiores
box squat with chains,quadriceps,inferiores
brachialis-smr,biceps,superiores
bradford/rocky presses,shoulders,superiores
butt lift (bridge),glutes,inferiores
butt-ups,abdominals,abdomen
butterfly,chest,superiores
cable chest press,chest,superiores
cable crossover,chest,superiores
cable crunch,abdominals,abdomen
cable deadlifts,quadriceps,inferiores
cable hammer curls - rope attachment,biceps,superiores
cable hip adduction,quadriceps,inferiores
cable incline pushdown,lats,superiores
cable incline triceps extension,triceps,superiores
cable internal rotation,shoulders,superiores
cable iron cross,chest,superiores
cable judo flip,abdominals,abdomen
cable lying triceps extension,triceps,superiores
cable one arm tricep extension,triceps,superiores
cable preacher curl,biceps,superiores
cable rear delt fly,shoulders,superiores
cable reverse crunch,abdominals,abdomen
cable rope overhead triceps extension,triceps,superiores
cable rope rear-delt rows,shoulders,superiores
cable russian twists,abdominals,abdomen
cable seated crunch,abdominals,abdomen
cable seated lateral raise,shoulders,superiores
cable shoulder press,shoulders,superiores
cable shrugs,traps,superiores
cable tuck reverse crunch,abdominals,abdomen
cable wrist curl,forearms,superiores
calf press,calves,inferiores
calf press on the leg press machine,calves,inferiores
calf raise on a dumbbell,calves,inferiores
calf raises - with bands,calves,inferiores
calf stretch elbows against wall,calves,inferiores
calf stretch hands against wall,calves,inferiores
calf-machine shoulder shrug,traps,superiores
calves-smr,calves,inferiores
car deadlift,quadriceps,inferiores
car drivers,shoulders,superiores
carioca quick step,adductors,inferiores
cat stretch,lower back,abdomen
catch and overhead throw,lats,superiores
chain handle extension,triceps,superiores
chain press,chest,superiores
chair leg extended stretch,hamstrings,inferiores
chair lower back stretch,lats,superiores
chair squat,quadriceps,inferiores
chair upper body stretch,shoulders,superiores
chest and front of shoulder stretch,chest,superiores
chest push (multiple response),chest,superiores
chest push (single response),chest,superiores
chest push from 3 point stance,chest,superiores
chest push with run release,chest,superiores
chest stretch on stability ball,chest,superiores
child's pose,lower back,abdomen
chin to chest stretch,neck
chin-up,lats,superiores
circus bell,shoulders,superiores
clean,hamstrings,inferiores
clean and jerk,shoulders,superiores
clean and press,shoulders,superiores
clean deadlift,hamstrings,inferiores
clean from blocks,quadriceps,inferiores
clean pull,quadriceps,inferiores
clean shrug,traps,superiores
clock push-up,chest,superiores
close-grip barbell bench press,triceps,superiores
close-grip dumbbell press,triceps,superiores
close-grip ez bar curl,biceps,superiores
close-grip ez-bar curl with band,biceps,superiores
close-grip ez-bar press,triceps,superiores
close-grip front lat pulldown,lats,superiores
close-grip push-up off of a dumbbell,triceps,superiores
close-grip standing barbell curl,biceps,superiores
cocoons,abdominals,abdomen
conan's wheel,quadriceps,inferiores
concentration curls,biceps,superiores
cross body hammer curl,biceps,superiores
cross over - with bands,chest,superiores
cross-body crunch,abdominals,abdomen
crossover reverse lunge,lower back,abdomen
crucifix,shoulders,superiores
crunch - hands overhead,abdominals,abdomen
crunch - legs on exercise ball,abdominals,abdomen
crunches,abdominals,abdomen
cuban press,shoulders,superiores
dancer's stretch,lower back,abdomen
deadlift with bands,lower back,abdomen
deadlift with chains,lower back,abdomen
decline barbell bench press,chest,superiores
decline close-grip bench to skull crusher,triceps,superiores
decline crunch,abdominals,abdomen
decline dumbbell bench press,chest,superiores
decline dumbbell flyes,chest,superiores
decline dumbbell triceps extension,triceps,superiores
decline ez bar triceps extension,triceps,superiores
decline oblique crunch,abdominals,abdomen
decline push-up,chest,superiores
decline reverse crunch,abdominals,abdomen
decline smith press,chest,superiores
deficit deadlift,lower back,abdomen
depth jump leap,quadriceps,inferiores
dip machine,triceps,superiores
dips - chest version,chest,superiores
dips - triceps version,triceps,superiores
donkey calf raises,calves,inferiores
double kettlebell alternating hang clean,hamstrings,inferiores
double kettlebell jerk,shoulders,superiores
double kettlebell push press,shoulders,superiores
double kettlebell snatch,shoulders,superiores
double kettlebell windmill,abdominals,abdomen
double leg butt kick,quadriceps,inferiores
downward facing balance,glutes,inferiores
drag curl,biceps,superiores
drop push,chest,superiores
dumbbell alternate bicep curl,biceps,superiores
dumbbell bench press,chest,superiores
dumbbell bench press with neutral grip,chest,superiores
dumbbell bicep curl,biceps,superiores
dumbbell clean,hamstrings,inferiores
dumbbell floor press,triceps,superiores
dumbbell flyes,chest,superiores
dumbbell incline row,middle back,superiores
dumbbell incline shoulder raise,shoulders,superiores
dumbbell lunges,quadriceps,inferiores
dumbbell lying one-arm rear lateral raise,shoulders,superiores
dumbbell lying pronation,forearms,superiores
dumbbell lying rear lateral raise,shoulders,superiores
dumbbell lying supination,forearms,superiores
dumbbell one-arm shoulder press,shoulders,superiores
dumbbell one-arm triceps extension,triceps,superiores
dumbbell one-arm upright row,shoulders,superiores
dumbbell prone incline curl,biceps,superiores
dumbbell raise,shoulders,superiores
dumbbell rear lunge,quadriceps,inferiores
dumbbell scaption,shoulders,superiores
dumbbell seated box jump,quadriceps,inferiores
dumbbell seated one-leg calf raise,calves,inferiores
dumbbell shoulder press,shoulders,superiores
dumbbell shrug,traps,superiores
dumbbell side bend,abdominals,abdomen
dumbbell squat,quadriceps,inferiores
dumbbell squat to a bench,quadriceps,inferiores
dumbbell step ups,quadriceps,inferiores
dumbbell tricep extension -pronated grip,triceps,superiores
dynamic back stretch,lats,superiores
dynamic chest stretch,chest,superiores
elbow circles,shoulders,superiores
elbow to knee,abdominals,abdomen
elbows back,chest,superiores
elevated back lunge,quadriceps,inferiores
elevated cable rows,lats,superiores
elliptical trainer,quadriceps,inferiores
exercise ball crunch,abdominals,abdomen
exercise ball pull-in,abdominals,abdomen
extended range one-arm kettlebell floor press,chest,superiores
external rotation,shoulders,superiores
external rotation with band,shoulders,superiores
external rotation with cable,shoulders,superiores
ez-bar curl,biceps,superiores
ez-bar skullcrusher,triceps,superiores
face pull,shoulders,superiores
farmer's walk,forearms,superiores
fast skipping,quadriceps,inferiores
finger curls,forearms,superiores
flat bench cable flyes,chest,superiores
flat bench leg pull-in,abdominals,abdomen
flat bench lying leg raise,abdominals,abdomen
flexor incline dumbbell curls,biceps,superiores
floor glute-ham raise,hamstrings,inferiores
floor press,triceps,superiores
floor press with chains,triceps,superiores
flutter kicks,glutes,inferiores
foot-smr,calves,inferiores
forward drag with press,chest,superiores
frankenstein squat,quadriceps,inferiores
freehand jump squat,quadriceps,inferiores
frog hops,quadriceps,inferiores
frog sit-ups,abdominals,abdomen
front barbell squat,quadriceps,inferiores
front barbell squat to a bench,quadriceps,inferiores
front box jump,hamstrings,inferiores
front cable raise,shoulders,superiores
front cone hops (or hurdle hops),quadriceps,inferiores
front dumbbell raise,shoulders,superiores
front incline dumbbell raise,shoulders,superiores
front leg raises,hamstrings,inferiores
front plate raise,shoulders,superiores
front raise and pullover,chest,superiores
front squat (clean grip),quadriceps,inferiores
front squats with two kettlebells,quadriceps,inferiores
front two-dumbbell raise,shoulders,superiores
full range-of-motion lat pulldown,lats,superiores
gironda sternum chins,lats,superiores
glute ham raise,hamstrings,inferiores
glute kickback,glutes,inferiores
goblet squat,quadriceps,inferiores
good morning,hamstrings,inferiores
good morning off pins,hamstrings,inferiores
gorilla chin/crunch,abdominals,abdomen
groin and back stretch,adductors,inferiores
groiners,adductors,inferiores
hack squat,quadriceps,inferiores
hammer curls,biceps,superiores
hammer grip incline db bench press,chest,superiores
hamstring stretch,hamstrings,inferiores
hamstring-smr,hamstrings,inferiores
handstand push-ups,shoulders,superiores
hang clean,quadriceps,inferiores
hang clean - below the knees,quadriceps,inferiores
hang snatch,hamstrings,inferiores
hang snatch - below knees,hamstrings,inferiores
hanging bar good morning,hamstrings,inferiores
hanging leg raise,abdominals,abdomen
hanging pike,abdominals,abdomen
heaving snatch balance,quadriceps,inferiores
heavy bag thrust,chest,superiores
high cable curls,biceps,superiores
hip circles (prone),abductors,inferiores
hip extension with bands,glutes,inferiores
hip flexion with band,quadriceps,inferiores
hip lift with band,glutes,inferiores
hug a ball,lower back,abdomen
hug knees to chest,lower back,abdomen
hurdle hops,hamstrings,inferiores
hyperextensions (back extensions),lower back,abdomen
hyperextensions with no hyperextension bench,lower back,abdomen
iliotibial tract-smr,abductors,inferiores
incline barbell triceps extension,triceps,superiores
incline bench pull,middle back,superiores
incline cable chest press,chest,superiores
incline cable flye,chest,superiores
incline dumbbell bench with palms facing in,chest,superiores
incline dumbbell curl,biceps,superiores
incline dumbbell flyes,chest,superiores
incline dumbbell flyes - with a twist,chest,superiores
incline dumbbell press,chest,superiores
incline hammer curls,biceps,superiores
incline inner biceps curl,biceps,superiores
incline push-up,chest,superiores
incline push-up close-grip,triceps,superiores
incline push-up depth jump,chest,superiores
incline push-up medium,chest,superiores
incline push-up reverse grip,chest,superiores
incline push-up wide,chest,superiores
intermediate groin stretch,hamstrings,inferiores
intermediate hip flexor and quad stretch,quadriceps,inferiores
internal rotation with band,shoulders,superiores
inverted row,middle back,superiores
inverted row with straps,middle back,superiores
iron cross,shoulders,superiores
iron crosses (stretch),quadriceps,inferiores
isometric chest squeezes,chest,superiores
isometric neck exercise - front and back,neck
isometric neck exercise - sides,neck
isometric wipers,chest,superiores
it band and glute stretch,abductors,inferiores
jackknife sit-up,abdominals,abdomen
janda sit-up,abdominals,abdomen
jefferson squats,quadriceps,inferiores
jerk balance,shoulders,superiores
jerk dip squat,quadriceps,inferiores
jm press,triceps,superiores
jogging-treadmill,quadriceps,inferiores
keg load,lower back,abdomen
kettlebell arnold press,shoulders,superiores
kettlebell dead clean,hamstrings,inferiores
kettlebell figure 8,abdominals,abdomen
kettlebell hang clean,hamstrings,inferiores
kettlebell one-legged deadlift,hamstrings,inferiores
kettlebell pass between the legs,abdominals,abdomen
kettlebell pirate ships,shoulders,superiores
kettlebell pistol squat,quadriceps,inferiores
kettlebell seated press,shoulders,superiores
kettlebell seesaw press,shoulders,superiores
kettlebell sumo high pull,traps,superiores
kettlebell thruster,shoulders,superiores
kettlebell turkish get-up (lunge style),shoulders,superiores
kettlebell turkish get-up (squat style),shoulders,superiores
kettlebell windmill,abdominals,abdomen
kipping muscle up,lats,superiores
knee across the body,glutes,inferiores
knee circles,calves,inferiores
knee tuck jump,hamstrings,inferiores
knee/hip raise on parallel bars,abdominals,abdomen
kneeling arm drill,shoulders,superiores
kneeling cable crunch with alternating oblique twists,abdominals,abdomen
kneeling cable triceps extension,triceps,superiores
kneeling forearm stretch,forearms,superiores
kneeling high pulley row,lats,superiores
kneeling hip flexor,quadriceps,inferiores
kneeling jump squat,glutes,inferiores
kneeling single-arm high pulley row,lats,superiores
kneeling squat,glutes,inferiores
landmine 180's,abdominals,abdomen
landmine linear jammer,shoulders,superiores
lateral bound,adductors,inferiores
lateral box jump,adductors,inferiores
lateral cone hops,adductors,inferiores
lateral raise - with bands,shoulders,superiores
latissimus dorsi-smr,lats,superiores
leg extensions,quadriceps,inferiores
leg lift,glutes,inferiores
leg press,quadriceps,inferiores
leg pull-in,abdominals,abdomen
leg-over floor press,chest,superiores
leg-up hamstring stretch,hamstrings,inferiores
leverage chest press,chest,superiores
leverage deadlift,quadriceps,inferiores
leverage decline chest press,chest,superiores
leverage high row,middle back,superiores
leverage incline chest press,chest,superiores
leverage iso row,lats,superiores
leverage shoulder press,shoulders,superiores
leverage shrug,traps,superiores
linear 3-part start technique,hamstrings,inferiores
linear acceleration wall drill,hamstrings,inferiores
linear depth jump,quadriceps,inferiores
log lift,shoulders,superiores
london bridges,lats,superiores
looking at ceiling,quadriceps,inferiores
low cable crossover,chest,superiores
low cable triceps extension,triceps,superiores
low pulley row to neck,shoulders,superiores
lower back curl,abdominals,abdomen
lower back-smr,lower back,abdomen
lunge pass through,hamstrings,inferiores
lunge sprint,quadriceps,inferiores
lying bent leg groin,adductors,inferiores
lying cable curl,biceps,superiores
lying cambered barbell row,middle back,superiores
lying close-grip bar curl on high pulley,biceps,superiores
lying close-grip barbell triceps extension behind the head,triceps,superiores
lying close-grip barbell triceps press to chin,triceps,superiores
lying crossover,abductors,inferiores
lying dumbbell tricep extension,triceps,superiores
lying face down plate neck resistance,neck
lying face up plate neck resistance,neck
lying glute,glutes,inferiores
lying hamstring,hamstrings,inferiores
lying high bench barbell curl,biceps,superiores
lying leg curls,hamstrings,inferiores
lying machine squat,quadriceps,inferiores
lying one-arm lateral raise,shoulders,superiores
lying prone quadriceps,quadriceps,inferiores
lying rear delt raise,shoulders,superiores
lying supine dumbbell curl,biceps,superiores
lying t-bar row,middle back,superiores
lying triceps press,triceps,superiores
machine bench press,chest,superiores
machine bicep curl,biceps,superiores
machine preacher curls,biceps,superiores
machine shoulder (military) press,shoulders,superiores
machine triceps extension,triceps,superiores
medicine ball chest pass,chest,superiores
medicine ball full twist,abdominals,abdomen
medicine ball scoop throw,shoulders,superiores
middle back shrug,middle back,superiores
middle back stretch,middle back,superiores
mixed grip chin,middle back,superiores
monster walk,abductors,inferiores
mountain climbers,quadriceps,inferiores
moving claw series,hamstrings,inferiores
muscle snatch,hamstrings,inferiores
muscle up,lats,superiores
narrow stance hack squats,quadriceps,inferiores
narrow stance leg press,quadriceps,inferiores
narrow stance squats,quadriceps,inferiores
natural glute ham raise,hamstrings,inferiores
neck press,chest,superiores
neck-smr,neck
oblique crunches,abdominals,abdomen
oblique crunches - on the floor,abdominals,abdomen
olympic squat,quadriceps,inferiores
on your side quad stretch,quadriceps,inferiores
on-your-back quad stretch,quadriceps,inferiores
one arm against wall,lats,superiores
one arm chin-up,middle back,superiores
one arm dumbbell bench press,chest,superiores
one arm dumbbell preacher curl,biceps,superiores
one arm floor press,triceps,superiores
one arm lat pulldown,lats,superiores
one arm pronated dumbbell triceps extension,triceps,superiores
one arm supinated dumbbell triceps extension,triceps,superiores
one half locust,quadriceps,inferiores
one handed hang,lats,superiores
one knee to chest,glutes,inferiores
one leg barbell squat,quadriceps,inferiores
one-arm dumbbell row,middle back,superiores
one-arm flat bench dumbbell flye,chest,superiores
one-arm high-pulley cable side bends,abdominals,abdomen
one-arm incline lateral raise,shoulders,superiores
one-arm kettlebell clean,hamstrings,inferiores
one-arm kettlebell clean and jerk,shoulders,superiores
one-arm kettlebell floor press,chest,superiores
one-arm kettlebell jerk,shoulders,superiores
one-arm kettlebell military press to the side,shoulders,superiores
one-arm kettlebell para press,shoulders,superiores
one-arm kettlebell push press,shoulders,superiores
one-arm kettlebell row,middle back,superiores
one-arm kettlebell snatch,shoulders,superiores
one-arm kettlebell split jerk,shoulders,superiores
one-arm kettlebell split snatch,shoulders,superiores
one-arm kettlebell swings,hamstrings,inferiores
one-arm long bar row,middle back,superiores
one-arm medicine ball slam,abdominals,abdomen
one-arm open palm kettlebell clean,hamstrings,inferiores
one-arm overhead kettlebell squats,quadriceps,inferiores
one-arm side deadlift,quadriceps,inferiores
one-arm side laterals,shoulders,superiores
one-legged cable kickback,glutes,inferiores
open palm kettlebell clean,hamstrings,inferiores
otis-up,abdominals,abdomen
overhead cable curl,biceps,superiores
overhead lat,lats,superiores
overhead slam,lats,superiores
overhead squat,quadriceps,inferiores
overhead stretch,abdominals,abdomen
overhead triceps,triceps,superiores
pallof press with rotation,abdominals,abdomen
palms-down dumbbell wrist curl over a bench,forearms,superiores
palms-down wrist curl over a bench,forearms,superiores
palms-up barbell wrist curl over a bench,forearms,superiores
palms-up dumbbell wrist curl over a bench,forearms,superiores
parallel bar dip,triceps,superiores
pelvic tilt into bridge,lower back,abdomen
peroneals stretch,calves,inferiores
peroneals-smr,calves,inferiores
physioball hip bridge,glutes,inferiores
pin presses,triceps,superiores
piriformis-smr,glutes,inferiores
plank,abdominals,abdomen
plank with twist,abdominals,abdomen
plate pinch,forearms,superiores
plate twist,abdominals,abdomen
platform hamstring slides,hamstrings,inferiores
plie dumbbell squat,quadriceps,inferiores
plyo kettlebell pushups,chest,superiores
plyo push-up,chest,superiores
posterior tibialis stretch,calves,inferiores
power clean,hamstrings,inferiores
power clean from blocks,hamstrings,inferiores
power jerk,quadriceps,inferiores
power partials,shoulders,superiores
power snatch,hamstrings,inferiores
power snatch from blocks,quadriceps,inferiores
power stairs,hamstrings,inferiores
preacher curl,biceps,superiores
preacher hammer dumbbell curl,biceps,superiores
press sit-up,abdominals,abdomen
prone manual hamstring,hamstrings,inferiores
prowler sprint,hamstrings,inferiores
pull through,glutes,inferiores
pullups,lats,superiores
push press,shoulders,superiores
push press - behind the neck,shoulders,superiores
push up to side plank,chest,superiores
push-up wide,chest,superiores
push-ups - close triceps position,triceps,superiores
push-ups with feet elevated,chest,superiores
push-ups with feet on an exercise ball,chest,superiores
pushups,chest,superiores
pushups (close and wide hand positions),chest,superiores
pyramid,lower back,abdomen
quad stretch,quadriceps,inferiores
quadriceps-smr,quadriceps,inferiores
quick leap,quadriceps,inferiores
rack delivery,shoulders,superiores
rack pull with bands,lower back,abdomen
rack pulls,lower back,abdomen
rear leg raises,quadriceps,inferiores
recumbent bike,quadriceps,inferiores
return push from stance,shoulders,superiores
reverse band bench press,triceps,superiores
reverse band box squat,quadriceps,inferiores
reverse band deadlift,lower back,abdomen
reverse band power squat,quadriceps,inferiores
reverse band sumo deadlift,hamstrings,inferiores
reverse barbell curl,biceps,superiores
reverse barbell preacher curls,biceps,superiores
reverse cable curl,biceps,superiores
reverse crunch,abdominals,abdomen
reverse flyes,shoulders,superiores
reverse flyes with external rotation,shoulders,superiores
reverse grip bent-over rows,middle back,superiores
reverse grip triceps pushdown,triceps,superiores
reverse hyperextension,hamstrings,inferiores
reverse machine flyes,shoulders,superiores
reverse plate curls,biceps,superiores
reverse triceps bench press,triceps,superiores
rhomboids-smr,middle back,superiores
rickshaw carry,forearms,superiores
rickshaw deadlift,quadriceps,inferiores
ring dips,triceps,superiores
rocket jump,quadriceps,inferiores
rocking standing calf raise,calves,inferiores
rocky pull-ups/pulldowns,lats,superiores
romanian deadlift,hamstrings,inferiores
romanian deadlift from deficit,hamstrings,inferiores
rope climb,lats,superiores
rope crunch,abdominals,abdomen
rope jumping,quadriceps,inferiores
rope straight-arm pulldown,lats,superiores
round the world shoulder stretch,shoulders,superiores
rowing stationary,quadriceps,inferiores
runner's stretch,hamstrings,inferiores
running treadmill,quadriceps,inferiores
russian twist,abdominals,abdomen
sandbag load,quadriceps,inferiores
scapular pull-up,traps,superiores
scissor kick,abdominals,abdomen
scissors jump,quadriceps,inferiores
seated band hamstring curl,hamstrings,inferiores
seated barbell military press,shoulders,superiores
seated barbell twist,abdominals,abdomen
seated bent-over one-arm dumbbell triceps extension,triceps,superiores
seated bent-over rear delt raise,shoulders,superiores
seated bent-over two-arm dumbbell triceps extension,triceps,superiores
seated biceps,biceps,superiores
seated cable rows,middle back,superiores
seated cable shoulder press,shoulders,superiores
seated calf raise,calves,inferiores
seated calf stretch,calves,inferiores
seated close-grip concentration barbell curl,biceps,superiores
seated dumbbell curl,biceps,superiores
seated dumbbell inner biceps curl,biceps,superiores
seated dumbbell palms-down wrist curl,forearms,superiores
seated dumbbell palms-up wrist curl,forearms,superiores
seated dumbbell press,shoulders,superiores
seated flat bench leg pull-in,abdominals,abdomen
seated floor hamstring stretch,hamstrings,inferiores
seated front deltoid,shoulders,superiores
seated glute,glutes,inferiores
seated good mornings,lower back,abdomen
seated hamstring,hamstrings,inferiores
seated hamstring and calf stretch,hamstrings,inferiores
seated head harness neck resistance,neck
seated leg curl,hamstrings,inferiores
seated leg tucks,abdominals,abdomen
seated one-arm cable pulley rows,middle back,superiores
seated one-arm dumbbell palms-down wrist curl,forearms,superiores
seated one-arm dumbbell palms-up wrist curl,forearms,superiores
seated overhead stretch,abdominals,abdomen
seated palm-up barbell wrist curl,forearms,superiores
seated palms-down barbell wrist curl,forearms,superiores
seated side lateral raise,shoulders,superiores
seated triceps press,triceps,superiores
seated two-arm palms-up low-pulley wrist curl,forearms,superiores
see-saw press (alternating side press),shoulders,superiores
shotgun row,lats,superiores
shoulder circles,shoulders,superiores
shoulder press - with bands,shoulders,superiores
shoulder raise,shoulders,superiores
shoulder stretch,shoulders,superiores
side bridge,abdominals,abdomen
side hop-sprint,quadriceps,inferiores
side jackknife,abdominals,abdomen
side lateral raise,shoulders,superiores
side laterals to front raise,shoulders,superiores
side leg raises,adductors,inferiores
side lying groin stretch,adductors,inferiores
side neck stretch,neck
side standing long jump,quadriceps,inferiores
side to side box shuffle,quadriceps,inferiores
side to side chins,lats,superiores
side wrist pull,shoulders,superiores
side-lying floor stretch,lats,superiores
single dumbbell raise,shoulders,superiores
single leg butt kick,quadriceps,inferiores
single leg glute bridge,glutes,inferiores
single leg push-off,quadriceps,inferiores
single-arm cable crossover,chest,superiores
single-arm linear jammer,shoulders,superiores
single-arm push-up,chest,superiores
single-cone sprint drill,quadriceps,inferiores
single-leg high box squat,quadriceps,inferiores
single-leg hop progression,quadriceps,inferiores
single-leg lateral hop,quadriceps,inferiores
single-leg leg extension,quadriceps,inferiores
single-leg stride jump,quadriceps,inferiores
sit squats,quadriceps,inferiores
sit-up,abdominals,abdomen
skating,quadriceps,inferiores
sled drag - harness,quadriceps,inferiores
sled overhead backward walk,shoulders,superiores
sled overhead triceps extension,triceps,superiores
sled push,quadriceps,inferiores
sled reverse flye,shoulders,superiores
sled row,middle back,superiores
sledgehammer swings,abdominals,abdomen
smith incline shoulder raise,shoulders,superiores
smith machine behind the back shrug,traps,superiores
smith machine bench press,chest,superiores
smith machine bent over row,middle back,superiores
smith machine calf raise,calves,inferiores
smith machine close-grip bench press,triceps,superiores
smith machine decline press,chest,superiores
smith machine hang power clean,hamstrings,inferiores
smith machine hip raise,abdominals,abdomen
smith machine incline bench press,chest,superiores
smith machine leg press,quadriceps,inferiores
smith machine one-arm upright row,shoulders,superiores
smith machine overhead shoulder press,shoulders,superiores
smith machine pistol squat,quadriceps,inferiores
smith machine reverse calf raises,calves,inferiores
smith machine shrug,traps,superiores
smith machine squat,quadriceps,inferiores
smith machine stiff-legged deadlift,hamstrings,inferiores
smith machine upright row,traps,superiores
smith single-leg split squat,quadriceps,inferiores
snatch,quadriceps,inferiores
snatch balance,quadriceps,inferiores
snatch deadlift,hamstrings,inferiores
snatch from blocks,quadriceps,inferiores
snatch pull,hamstrings,inferiores
snatch shrug,traps,superiores
speed band overhead triceps,triceps,superiores
speed band pushdown,triceps,superiores
speed box squat,quadriceps,inferiores
speed squats,quadriceps,inferiores
spell caster,abdominals,abdomen
spider crawl,abdominals,abdomen
spider curl,biceps,superiores
spinal stretch,middle back,superiores
split clean,quadriceps,inferiores
split jerk,quadriceps,inferiores
split jump,quadriceps,inferiores
split snatch,hamstrings,inferiores
split squat with dumbbells,quadriceps,inferiores
split squats,hamstrings,inferiores
squat jerk,quadriceps,inferiores
squat with bands,quadriceps,inferiores
squat with chains,quadriceps,inferiores
squat with plate movers,quadriceps,inferiores
squats - with bands,quadriceps,inferiores
stairmaster,quadriceps,inferiores
standing alternating dumbbell press,shoulders,superiores
standing barbell calf raise,calves,inferiores
standing barbell press behind neck,shoulders,superiores
standing bent-over one-arm dumbbell triceps extension,triceps,superiores
standing bent-over two-arm dumbbell triceps extension,triceps,superiores
standing biceps cable curl,biceps,superiores
standing biceps stretch,biceps,superiores
standing bradford press,shoulders,superiores
standing cable chest press,chest,superiores
standing cable lift,abdominals,abdomen
standing cable wood chop,abdominals,abdomen
standing calf raises,calves,inferiores
standing concentration curl,biceps,superiores
standing dumbbell calf raise,calves,inferiores
